,601119000
the North Carolina Democratic Party and Campbell for NC Senate.,11000
the Mike Absher For Marion Mayor Political Committee,11000
the Kalamazoo County Democratic Party,11000
"the Fanwood Democratic Committee, Pat Plante, Treasurer",11000
"the DumpTrump – Dems for Action Committee, Art Slater, Treasurer. A copy of our campaign finance report is on file at the Office of Campaign Finance.",11000
"the County of Union, New Jersey",11000
the Committee to Re-Elect Sheriff Bill Elder,11000
the Committee to Elect Steven R. Hall,11000
the Committee to Elect Shea Backus,11000
the Committee to Elect Lynn Perry ,11000
the Committee to Elect Katie McBrine,11000
the Committee to Elect Eunice Link,11000
the Committee to Elect Donny Oen,11000
the Committee to Elect Allison Werder,11000
the Carlee White Gonzales Campaign Fund,11000
the Candidate ,11000
the Alaska Oil & Gas Association,11000
sridhar verose for city council 2018 FPPC# 1403017,11000
spacewhippet,11000
and authorized by One Commonwealth PAC ,11000
and approved by Irene Torroella-Garcia for School Board District 4,11000
Your Energy America,11000
Yes on Prop 1 sponsored by IAFF Local 4362,11000
"Yes for Open Space, Rivers and Farmland. 3011 American Way, Missoula MT 59808. Julie Gardner, Treasurer",11000
Yerba Buena Center for the Arts,11000
Yelsey for Newport-Mesa School District Area 4 2018,11000
Yellowhammer News,11000
Wrong for Wyoming,11000
Worthington Community For Schools,11000
Women's World Banking,11000
Women of Color for Progress,11000
Wisconsin Justice Initiative Inc.,11000
Wisconsin Election Integrity,11000
Western Environmental Law Center,11000
Wayne County Farm Bureau,11000
Waymond Fermon for Indio City Council 2018 ID#1408840,11000
Walker Thomas For State Representative,11000
Vote Yes for 6A,11000
Vote Pat Strong,11000
Vote Arias,11000
"Views expressed in reports are the opinions of the Host and not necessarily those of the Page, owners, publishers or staff. ",11000
Upstate Jobs Committee,11000
Tyler DeArmond for Sheriff Campaign,11000
Turner for Salinas Valley Memorial Healthcare System Director Zone 4 2018,11000
Turn Around Detroit ,11000
Trump Nation,11000
Troy Slaugh,11000
Troy Rosasco,11000
"Tres Holton for Palm Bay City Council, Seat 4.",11000
Tom Regnier,11000
Tom Hackbarth Volunteer Committee,11000
"Tom Cherney for Hastings City Council, 3532 Greten Lane, Hastings, MN 55033. Copyright 2018.",11000
Todd Rauch for Alabama,11000
Tim Young,11000
Tim Morrell for State Representative 49th District,11000
Tim Brown for Coffee County Mayor,11000
Thomas McMasters,11000
"The committee to elect Judge Wes Allen, PO Box 150, Troy, AL 36081",11000
The Turley & Mara Law Firm APLC Newsletter,11000
"The Story Exchange, a nonprofit independent news organization that covers female leadership and entrepreneurship. We are nonpartisan and subscribe to the highest journalistic standards. We do not endorse political candidates or positions. ",11000
The Sitch,11000
The Policy Aide,11000
The People To Elect William L Howard,11000
The Monroe County Republican Party,11000
The Libertarian Party of Alachua County,11000
The Leadership Fund,11000
The Horsham Republican Party,11000
The Food Bank of Northeast Louisiana,11000
The Five Towns Jewish Times,11000
The Committee to elect Lisa Ring,11000
The Committee to Re-Elect James Flurry,11000
The Committee to Elect Will Crocker,11000
The Committee to Elect Sharon Guidi,11000
The Committee to Elect Mary Montgomery,11000
The Committee to Elect Jonathan Ambler,11000
The Committee to Elect Diana Szynal ,11000
The Committee to Elect Colleen Garry,11000
The Committee To Elect Sheila Brillson,11000
The Committee To Elect Jake Porter,11000
The Campaign Fund of RB McKenzie,11000
"Thad for CT Treasurer.  J. Kenneth Nowell, Treasurer.  Approved by Thad Gray.",11000
Texas Young Democrats PAC,11000
Texas AFT,11000
"Team Buhr, Rodney Garnett, Treasurer",11000
Tanner Campbell and Satyr Productions,11000
"Tanisha Smith, Co-Founder of Trio Marketing",11000
THE NEW BRAUNFELS ISD UNICORN ACTION PAC,11000
TE Pronschinske for Assembly,11000
State Representative William Duff,11000
Stanley Swetzof for State House,11000
South Texas Energy & Economic Roundtable (STEER),11000
South Carolina Appleseed Legal Justice Center,11000
Soll Sussman,11000
Soholt for Senate,11000
Skip Murphy and Steve Mac Donald as GraniteGrok.com,11000
Skip Hall for Surprise,11000
"Seth Berry for Legislature; Betsy Steen, Treasurer",11000
Second Harvest Food Bank of Middle Tennessee,11000
Scott Sandall Campaign Fund,11000
Scott Prescher,11000
"Scott Davis for Tennessee.  Tom Baker, Treasurer.",11000
Schwartz for HD 23,11000
Sarah Verardo,11000
Sam Edney for NC House Committee,11000
Saima Farooqui for State House,11000
Safety Net Project at the Urban Justice Center,11000
Safe Passage for Children of Minnesota,11000
SOULCRAFT ALLSTARS,11000
"SAVE Action PAC - 1951 NW 7th Ave, Ste 600, Miami FL 33136.",11000
Rose Grant for Auditor,11000
Ronald Dwyer For Michigan,11000
Robinson For House. Authorized by Lynsey Robinson.,11000
Robin Bartlett Frazier,11000
Robert Kellogg for NC House,11000
Robert Barrios for Key West Utility Board Seat D,11000
Rivas for Assembly ,11000
Rick Hayes for State Representative 51st District,11000
Richard Harris for Mayor,11000
Richard Brown Campaign Fund,11000
Ribons for Judge 2018 Election Committee FPPC# 1401159,11000
Restoring American Truth PAC,11000
Republicans of Houston,11000
"Regina Mustafa for Mayor PO Box 6056 Rochester, MN 55903",11000
"Reality Bites Org, North Caorlina",11000
Re:store Justice,11000
Re-elect Ken Lansing for Sheriff,11000
Randy Ligon for State House,11000
Rainville for State's Attorney,11000
Rafael Castellanos,11000
Rachel Kertz for Board of Education 2018,11000
ROZIER FOR CORONER,11000
"Quality Schools for the Future, PC, 2680 Bellingham Ct. Cape Coral, FL 33991",11000
Protect Our Care Pennsylvania ,11000
Principlly Uncertain | Independent research and analysis to edify and entertain!,11000
Pouliot for Senate,11000
"Polletta for Rep, Eileen Conard, Treasurer. Approved by Joe Polletta.",11000
Pol. Ad. Paid for by Kirk Watson Campaign.,11000
Planned Parenthood Great Plains Votes,11000
Pitman Democratic Party,11000
Philly Socialists,11000
Peters for House,11000
"People for Solon, Charlie Solon, Treasurer.",11000
People United for Responsible Government.  Not affiliated with any candidate or candidate committee.,11000
Pennsylvania Spotlight,11000
Penguin Young Readers,11000
Paul Pitner,11000
Paul Fetsko Candidate for School Board District 2,11000
Patriots United,11000
"Pat King for Judge, Harvey Faircloth - Treasurer.",11000
Parliament 2050,11000
Paloma Saucedo for Harrisonburg City Council,11000
Paid for by the Committee to Re-elect Commissioner George Bowman,11000
Paid for by the Committee to Elect Lech Radzimski for District Court Judge,11000
"Paid for by YES for Responsible Mining ∙ Kirk Evenson, Treasurer ∙ PO Box 1524, Great Falls, MT 59403",11000
"Paid for by Scott Davis for Sheriff, 2018",11000
Paid for by Linda Deos for Davis City Council 2018 (ID# 1399312),11000
Paid for by Committee to Elect Nick Thomas,11000
Paid for by Andy Levin for Congress,11000
Paid for by Adrian Jordan 2018,11000
PAID FOR BY HOWARD F. AHMANSON / FIELDSTEAD & COMPANY. NOT AUTHORIZED BY ANY CANDIDATE OR CANDIDATE’S COMMITTEE.,11000
Outside The Box Software,11000
Our Lives magazine,11000
Orlando for PA 139,11000
"One of Us, Inc.",11000
On Board with RFTA,11000
Oklahomans for Charles 2018,11000
"O'Brien for Judge, Erin Palmer, Treasurer",11000
Nueces County Democratic Party,11000
Northwest Indian Fisheries Commission,11000
"Nicholas Knight Campaign Fund; Ethan Lott, Treasurer",11000
New Yorker's Family Research Foundation,11000
Nevada Progressives United,11000
Nathan Reed,11000
NRA Packer Patiots,11000
NM Religious Coalition for Reproductive Choice,11000
NH RCV,11000
Morgan for Washington,11000
Mohan for Congress,11000
Modesto Students FIRST 2018 – Yes on D and E. FPPC# 1408529.,11000
Mike Siegel for Congress Campaign,11000
Mickie's Miracles,11000
Michigan Voice,11000
Michael J. Bullock for White County Sheriff 2018,11000
Michael Eggman for Congress.,11000
Meyerland Area Democrats PAC,11000
Metro East Sun,11000
"Melvin Willis for Mayor of Richmond 2018, Eduardo Martinez 4 Richmond City Council 2018, Ada Recinos for Richmond City Council",11000
Mehrotra and Montes for Council,11000
McKennon For Texas,11000
Maui Rise Up PO BOX 2123 Kihei HI 96753,11000
"Matt Wojcik for Macomb County Commissioner, 430 Esplanade, Mt. Clemens, MI 48043",11000
Matt Magness,11000
Marty Schexnayder for State Rep Dist 133,11000
Mark Gibboney for Mayor 2018 ID # 1402260,11000
Mark Anderson 4 Uinta County Commissioner,11000
Marina Meerburg for State Representative,11000
Marcus Sanders for State House,11000
"Marchon Tatmon, Mayor of Oakland 2018",11000
Mag One Media for CHRISTIE CROMEENES FOR CITY COUNCIL,11000
"Madison Co GOP P.O. Box 2301 Huntsville, AL 35804",11000
Mackey for House 2018,11000
Love for NC,11000
Louisiana Committee for a Conservative Majority,11000
Louise Works 2018,11000
Loudermilk for Congress,11000
Livingston County Progressives,11000
Lisa Carpenter Knapp,11000
"Linda Kirby for Judge Campaign, Archie Macias, treasurer",11000
Leticia Garcia for School Board 2018 ID#1401765,11000
Learn Like a Lawyer with Sam Eastman,11000
Lawson For State Representative,11000
"Lawrence Sofield, Non-Partisan for Sunrise City Commission, Group D",11000
Laurie Santulli County Legislator,11000
"Laura Devlin for State Representative, Loretta Chory, Treasurer. Approved by Laura Devlin.",11000
Lake Vermilion Chamber of Commerce,11000
LML investments Larry Levine President ,11000
"L. David Patterson, City Treasurer",11000
Kissell For Justice,11000
King County Republican Party,11000
"Kimberly Sadler, non partisan candidate for Duval County Judge, Group 8",11000
Kevin McCarty for Assembly 2018 ID#1392804,11000
Kerry Tipper for House District 28,11000
Kentucky Center for Economic Policy,11000
"Kennedy 2018, Andrew Fowler Treasurer. Approved by Kathy Kennedy",11000
Kendra Seeley for Carbon County Commissioner,11000
Keep Rhode Island Beautiful ,11000
Keep Jim O’Neill District Attorney,11000
Keatley for Georgia,11000
Justin K. Cox campaign,11000
Judge Marina Mundy for Supreme Court,11000
Joseph Tamraz,11000
Johnny Mack Morrow Senate Campaign,11000
John R Lott Jr,11000
John Hillock for Wallowa County Commissioner,11000
"John Cortes, Democratic Candidate for Florida House, District 43.",11000
John Adcock for NC House,11000
Jim Nash for Minnesota,11000
Jim Houston for JP4,11000
Jill Schiller for Congress,11000
Jewell for Dyersburg Mayor,11000
Jerry Boykin,11000
Jeremy Hidalgo,11000
"Jennifer Boddicker Ph.D., Democrat for Florida State House District 80",11000
Jeni Arndt for Colorado,11000
"Jeff Greene, Democrat, for Governor",11000
Jasper County REMC,11000
Jason Coenen,11000
James Sturch for State Senate.,11000
JJ HQL Training,11000
Iowans for Nick Ryan,11000
Iowa Firearms Coalition PAC,11000
Invisible Innocence,11000
"Holscher for Kansas, Debby Daniels, Treasurer",11000
Holmberg for New York,11000
Highline Public Schools ,11000
"High Plains Power, Inc. ",11000
Hershey for Senate,11000
"Helen Henderson, Democrat, for St. Lucie County Commission, District 4",11000
Heather Bond Murphy (Owner-Iron Ridge Designs),11000
Harris County Tejano Democrats,11000
"Hanna For KS, Mary Williams-Tresurer",11000
Greg Lamb for County Attorney,11000
Greenfield Families for Better Jobs & Affordable Housing,11000
Greater Yellowstone Coalition,11000
GoodWerk,11000
GoodBean Coffee,11000
"Gina Perez-Calhoun, Candidate For Orange County Commissioner, District 4-Non-Partisan Race.",11000
George Washington University ,11000
Gene Sullivan for Sheriff,11000
GatorPAC,11000
GREAT TRUTHS LLC,11000
Friends to Elect Marshall Bullock,11000
Friends of Wayne Hartman,11000
"Friends of Sonoma County Parks - Yes on Measure M, FPPC# 1387826",11000
Friends of Shelly Boshart Davis,11000
Friends of Robyn Vining,11000
"Friends of Paul Milde. Authorized by Paul Milde, Candidate for Delegate, 28th District.",11000
"Friends of Nathan Volke, Karen Rains, Treasurer",11000
"Friends of Natalie Ziegler, John Zirschky, Treasurer",11000
Friends of Michael Lausell,11000
Friends of Mela Kealoha-Lindsey,11000
"Friends of Marilyn Stewart, PO Box 92072 Anchorage, AK 99509",11000
Friends of Luanne,11000
Friends of Lorna Phillips Forde,11000
Friends of Lori Wahila,11000
Friends of Lindsay James,11000
"Friends of Leonard Moses, Edwin H. Brown, Jr., Treasurer",11000
Friends of Kelly Burk,11000
Friends of Josh Barnett,11000
Friends of Jonathan Vallecilla,11000
Friends of Jerry Alexander,11000
"Friends of Jake Shade. Timothy J. Malloy, Treasurer ",11000
Friends of Jacob Brier,11000
Friends of George Faught,11000
Friends of George Cardenas Political Committee,11000
"Friends of Eric Halvorson, 119 1st Ave S Ste 320, Seattle, WA 98104",11000
Friends of Deni Taveras ,11000
Friends of Chris Guy,11000
Friends of Chad McMahan / McMahan for Mississippi,11000
"Friends of Candace Hollingsworth | Arthur Lawrence, Treasurer",11000
Friends of Beth Barts ,11000
"Friends of Belmont-Redwood Shores Schools 2018 – Yes on K, FPPC# 1402125",11000
Friends of Assad Akhter ,11000
Friends of Andrew Lopinot,11000
Friends of Amy Blank,11000
Friends for Lisette Lopez,11000
Friends for Aaron for Lummi,11000
Forward Community Investments,11000
"For Florida’s Future P.C. 1001 N.W. 62nd Street, Suite 414, Fort Lauderdale, FL 33309 independently of any candidate.  Not approved by any candidate.",11000
Feirer for Supervisor,11000
Farm Animal Rights Movement,11000
Every Vote Counts PAC FPPC#1395372,11000
Esposito & Surano for Bernards Township Committee,11000
Erin Vahrenkamp for Clay Township Board.,11000
Erin McCracken for PA,11000
Elsberry & Thomason for ND House,11000
Ellis for Congress,11000
Elias,11000
Elect Vogel Committee,11000
Elect Staggers,11000
"Elect Rod Wiemer District Judge 2018, 522 S. Seminole Ave., Okmulgee, OK 74447",11000
Elect Rhonda Greene,11000
"Elect Mike Bowersox, Jo Bowersox, Treasurer",11000
Elect Jeff Scott Congressman NC09,11000
Elect James Satcher,11000
"Eddie Farnsworth 2018, Friends of Warren Peterson, Grantham for Arizona",11000
"Dykie McGee, Candidate",11000
DuVal for Georgia,11000
Doug Skaff for WV,11000
Dontchaknow,11000
Don Everhard,11000
Dianne Liuzzi Hagan - Author,11000
Diane Trautman for City Council 2018,11000
Derek Smith for Judge,11000
"Debbie Lima, a constituent of CA48",11000
"Deb Rey for Maryland, Mary E Coombs Treasurer",11000
DePalo Committee,11000
David Tatman Campaign,11000
David Karaffa,11000
Dave Potter for Carmel-by-the-Sea Mayor 2018,11000
"Darke Rural Electric Cooperative, Inc. ",11000
Darin Mann ,11000
"Danny Holt, Chairman - Marshall County GOP",11000
Danny Harrison for Texas Governor,11000
"Daniel Nemec for Maryland, Patrick Jenkins, Treasurer",11000
Daniel Alexander for Barnwell,11000
Dana Bonham Campaign,11000
Custy for Duneland School Board Committee,11000
"Crawford for Mayor Committee, Grant Crawford, Chairman",11000
Craig Lindon for State Representative,11000
Committee to elect Celia Young-Wenkel for the 97th District,11000
Committee to Elect Wendy Jauregui-Jackins,11000
Committee to Elect Ron Draayer,11000
"Committee to Elect Rob Robertson  PO Box 2332, Tuscaloosa, AL 35403",11000
Committee to Elect Richard House County Clerk,11000
Committee to Elect Pauline Wendzel,11000
Committee to Elect Kevin Frye. ,11000
Committee to Elect Jeff Mackay Circuit Court Judge,11000
"Committee to Elect Donna Anthony Associate Judge, Shirley Tupper, Treasurer.",11000
Committee to Elect David Cormier,11000
Committee to Elect Cheri Steinmetz,11000
Committee to Elect Andy Daniel,11000
Committee To Elect Ray Dotson,11000
Committee To Elect Omar K. Proctor,11000
Columbia Postdoctoral Workers,11000
Collin County Young Democrats,11000
Collier for Congress,11000
Collett for Legislature,11000
Colebrook for KHSD Trustee 2018,11000
Cogswell For House,11000
Club for Growth Action and not authorized by any candidate or candidate's committee.,11000
Cliff Ireland for City Council District 1 2018 FPPC# 1402022,11000
Clean Jobs Midwest,11000
Citizens to Elect Raymond Tuminello,11000
Citizens for Tim Walters,11000
Citizens for Purcell,11000
"Citizens for Michael Leptic.  Rebecca Galliher, Treasurer.",11000
Citizens for Judge Blaine,11000
"Citizens for James Ward Morrow - Paul Trumble, Treasurer",11000
Citizens for David Beth for Sheriff ,11000
Citizens for Brandon McClain,11000
Citizens for A Better Leavenworth,11000
Chris Kennedy for Colorado,11000
"Chiron Publications, a 35-year old publisher with titles covering topics in psychology, social justice, fiction, and more.",11000
Chip Slate,11000
Charlie McConkey for State Representative,11000
"Champagne for the 35th. Jordan Chamberlin, Treasurer. Approved by Dan Champagne.",11000
Caudill for Nevada,11000
Casey Cooper for Treasurer,11000
Caremob ,11000
Campaign to Elect George Wright for Beaufort County Auditor,11000
Campaign to Elect Donna Ensley ,11000
Campaign Headquarters,11000
Camelot Education,11000
CTE Summer Schmaling,11000
CLASS,11000
CASA in Action,11000
CAMPAIGN TO ELECT LYNETTE LACERDA,11000
Burke for Assembly,11000
Brittany Pettersen for Colorado,11000
Brian Hill for the House 2018 HD47,11000
Brian Clark for State Representatiave,11000
Breton Phillips For US Senate,11000
Brandon Wayne Barrera Campaign,11000
Brad Chadford - Model Citizen.,11000
"Bowers for Cecil-Authority Sydney Comitz, Treasurer",11000
Bobby Khullar for Dublin City Council– 2018. FPPC ID# 1404867,11000
Bob Lindsey For LA County Sheriff 2018,11000
"Blount County Democratic Party – Mary Snyder, Treasurer​",11000
Blaine County Democrats,11000
Black Lives Matter: Tampa   ,11000
Billy M Collett for Sheriff,11000
BettyLou DeCroce for Assembly,11000
Bethel School District,11000
"Ben Smith for Baltimore; Sophia Silbergeld, Treasurer",11000
Bell Media LLC,11000
"Beam Furr, Democrat for Broward County Commissioner, District 6",11000
Bayou Blue Democrats PAC,11000
Basson for NC,11000
"Barry for CT, Jake McChesney, Treasurer. Approved by Jill Barry.",11000
Asian Pacific Islander Capitol Association - Tax ID: 38‑3890413,11000
Armin Mizani,11000
Arizona Libertarian Party,11000
Apex Clean Energy,11000
Anthony Zaller,11000
"Anne Arundel County Democratic Central Committee,  Robert Haynes Treasurer",11000
Amy Erickson,11000
"Americans for Trump inc, Americans for Trump-Broward Chapter is an independent club of supporters of President Donald J. Trump. Not paid for by any candidate or candidates committee, Donald J. Trump, The Trump Organization, or the Donald J. Trump Re election campaign in 2020.",11000
Amarillo Matters PAC,11000
Alyson For Wisconsin,11000
Alexander for Hercules City Council ,11000
Alex Meyers for State Representative,11000
Albany County Democratic Committee,11000
"Advocates 4 Freedom, a Non-Profit Private Foundation",11000
Action NC,11000
Aaron for Senate,11000
AARP Missouri,11000
2A Training,11000
12 Peers Theater,11000
" and approved by Cia Gomez-Sherman for Lehigh Fire Board of Commissioners, Seat 5",11000
 VOTE FOR LOONAN 1221 EAST 4TH AVENUE SHAKOPEE MN 55479,11000
" Friends of Michael Mahony for Orange County Supervisor, 2nd District ID#1397621",11000
 Friends of Jack Duran for Supervisor 2018,11000
" Emily for Education, L Trowbridge, Treasurer. 3172 18th St. NW, Washington, DC 20010. A copy of our report is filed with the Director of Campaign Finance of the District of Columbia Board of Elections.",11000
weldonforcoroner,10000
the office of Congressman David Rouzer,10000
the hardworking men and women of AFSCME Florida. We make Florida happen!,10000
the committee to elect Micah Sanderson,10000
the committee to elect Jim Villard ,10000
the Union County Democratic Committee,10000
the U.S. Nationalist Party Committee,10000
the Township of Hillside,10000
the Sheridan County Republican Party,10000
the Purple Campaign,10000
the North Carolina Democratic Party and Kuppers for Senate.,10000
the North Carolina Democratic Party and Committee to Elect Jean Sivoli.,10000
the Mo Brooks for Congress Committee,10000
the Michigan Coalition for Affordable Prescriptions,10000
the Miami Dade Democratic Party,10000
the Maryland Bar Association,10000
the Marin County Republican Central Committee,10000
"the Lincoln Goodwin Campaign. Pauline Adams, Treasurer.",10000
the Les Farnum Campaign,10000
the Kosciusko County Democrats,10000
the Idaho Press.  A community newspaper serving Southwest Idaho for over 135 years.,10000
the Democratic Party of Barron County,10000
the DC Fiscal Policy Institute,10000
"the Committee to Elect Spiro | PO Box 1964, Mobile, AL 36633",10000
"the Committee to Elect Sonny Steen, 203 Hollywood Road, Gadsden, AL 35901",10000
the Committee to Elect Ramona Sullivan,10000
the Committee to Elect Norm Higgins,10000
"the Committee to Elect Micaela Lara Cadena, Tessa Stuve, Treasurer",10000
the Committee to Elect Marlys Davidson,10000
the Committee to Elect Lindsay Hughes Thurston,10000
the Committee to Elect Katie Gipson-McLean,10000
"the Committee to Elect Jim Tibbs, Dan Loughrey, Treasurer",10000
the Committee to Elect Jackie Anderson-Smith,10000
"the Committee to Elect Heather Milam, P.O. Box 320882, Birmingham AL 35232",10000
"the Committee to Elect Ernie Whiteside, 14224 S Dixie Hwy, Monroe MI 48161",10000
the City of Newark,10000
the Arbor Day Foundation ,10000
politics406,10000
keith blye,10000
inCity Magazine,10000
iHeartMedia Seattle,10000
freinds to elect jones 27,10000
"distributor Timothy Partners Ltd., member FINRA.",10000
by the committee to re-elect Kristina Earwood,10000
by Team Sobonya for Cabell Commission,10000
"authority:  Loker, Roberta for House of Delegates,Keith Loker, Treasurer",10000
and authorized by RunAaronRun,10000
"and approved by Lauren Odman for Dania Beach City Commission, Nonpartisan",10000
and Authorized by Oklahoma Faith Leaders ,10000
"and Approved by Erin Grall, Republican, for State House District 54",10000
an Alaska-based non-profit,10000
"aavrani, LLC",10000
Zachary Group,10000
ZAMORA for NM STATE REPRESENTATIVE DISTRICT 63 -Steve Hudson Treasurer,10000
Yvonne for Morgan Hill City Council Campaign,10000
"Yroc Consulting, LLC",10000
Yes on AESD Measure E Campaign Committee,10000
Yamaha Motor Corp. U.S.A.,10000
Wrong for Wyoming ,10000
"Working Families for Christian Ramirez for City Council 2018, sponsored by labor organizations. Committee major funding from Service Employees International Union United Service Workers West (SEIU USWW). Not authorized by a candidate or a committee controlled by a candidate.",10000
Woolbright for Justice of the Peace Committee 9287934346,10000
Wooden Works,10000
Wisconsin Institute for Law & Liberty,10000
Winkler for Legislature,10000
Williamson County Republican Party and not authorized by any candidate or candidate committee.,10000
Will Thompson for Justice Committee,10000
Wildlife Protection Solutions,10000
Westley West,10000
Western Center on Law & Poverty,10000
Weiss for Nevada,10000
"Watson & Norris, PLLC",10000
Washtenaw County Health Department,10000
Wake Up World & Smell The Coffee,10000
WKRK Radio,10000
Voters for Eric Colvin,10000
Vote Yes Rapid City,10000
"Vote YES for the Sarasota County Legacy Trail Extension, 1680 Fruitville Road #502, Sarasota, FL 34236.",10000
Vote Upstate Jobs,10000
Vote For Sherman Elliott,10000
Vote Elliott Pritt for House of Delegates,10000
Vote Dave Lucas,10000
Vote Carol Frazey,10000
Vote Brad Reeves 2018,10000
Virginia Thomas,10000
Vikki Goodwin Campaign,10000
Victory Films,10000
Victor Kocher,10000
"Vasquez Law Firm, PLLLC",10000
"Valerie for CT, Analis Quintman, Treasurer. Approved by Valerie Horsley. · ",10000
VS Strategies LLC,10000
VISIT MISSISSIPPI,10000
University of Southern California's Information Technology Program,10000
University of Minnesota Health,10000
United News International,10000
Union Plus & Partners,10000
"Tye for Thurston; 120 State St NE, #300; Olympia, WA 98501",10000
Turning Point Action,10000
"Turco for Newington, Michael Nafis, Treasurer. Approved by Gary Turco",10000
"Tunji Williams, Treasurer ",10000
Truth About Prop 2,10000
"Treasurer, Omar Gonzalez ",10000
"Trail Blazer Campaign Services, Inc.",10000
"Tracye Polson, Democrat, For Florida House, District 15",10000
Township of North Bergen,10000
Tony Wallingsford for Circuit Clerk,10000
"Tommy Gregory, Republican, for State Representative",10000
Tommie Thompson for County Executive,10000
Tom O'Halleran for Congress,10000
Tom Niermann for Congress,10000
Together We Will USA,10000
"Tine Williams, Treasurer for Patricia Possel for TN District 96 House",10000
"Tim Tolka, author of Blue Mafia.",10000
Tiffany Stoker Madsen for Clovis School Board 2018 - FPPC #1405269,10000
The nonprofit Giraffe Heroes Project,10000
The Young Democrats of America,10000
The West Virginia Liberty Political Action Committee,10000
The VFC Project,10000
"The Turnout Project, Rema Wahabzadah, Treasurer. This message has not been authorized or approved by any candidate, candidate’s committee, or ballot issue committee.",10000
"The Sexton Campaign, 15373 Calvin Richerson Rd, Bay Minette, AL 36507",10000
The SOS Survival Fund,10000
The Right Way,10000
The Objective Believer,10000
The Mo Brooks for Congress Committee,10000
"The Mendel Center at Lake Michigan College, 2755 E Napier Avenue, Benton Harbor, MI 49022",10000
The King's Necktie,10000
The Jewish Journal,10000
The Jerusalem Center for Public Affairs,10000
The Jemimah Show,10000
"The Jacob Group, PLLC",10000
The International Fellowship of Christians and Jews,10000
The Harvard Crimson,10000
The Faith and Freedom Coalition of Georgia,10000
The DataFace,10000
The Committee to Elect Terry Thompson - Adams County Commissioner #3,10000
The Committee to Elect Sabrina Heisey,10000
The Committee to Elect Riggs Walker,10000
The Committee to Elect Richard Lindsay,10000
"The Committee to Elect Michele Lobitz, Brad Lobitz, Treasurer",10000
"The Committee to Elect Kirk Westphal | 3465 Vintage Valley Rd | Ann Arbor, MI 48105",10000
The Committee to Elect Jon Hinkelman,10000
The Committee to Elect Eileen Eady,10000
The Committee to Elect David Gorski,10000
The Committee to Elect Dan Johnson,10000
The Committee to Elect Arroyo and Dawson,10000
The Coalition to End the Condo Crisis in Montgomery County,10000
The Chicago School of Professional Psychology,10000
"The Chamber, Gadsden and Etowah County",10000
The Awood Center,10000
The Avenue Code LLC,10000
Texas Cannabis Industry Association,10000
Terrill L. Hill for Mayor of Palatka.,10000
"Term Limit Florida, 1103 Hays Street, Tallahassee, FL 32301",10000
"Teresa Keng for Fremont City Council District 1 campaign committee, FPPC#1405950",10000
Teach Advocacy Network,10000
TONY SANCHEZ FOR COLORADO STATE SENATE,10000
TOM MACARTHUR FOR CONGRESS INC.,10000
TN Governmental Prayer Alliance,10000
Swati Joshi of DFW for Beto,10000
Susan Lubetkin,10000
Susan Inman for Secretary of State,10000
Susan Custer for City Council 2018,10000
Support Shirts R-Us ,10000
SunPower,10000
Studio 6B,10000
Studenroth for Judge,10000
"Story and Murphy for Council, 60 Applebey St, Eatontown, NJ 07724",10000
Stopping Traffic (Film),10000
Stop Truckee River Flooding Coalition,10000
Steven Gibson,10000
Steve Phillips,10000
"Steve Lockwood for Commissioner, Marilyn Sabella Treasurer",10000
Steve Kay for Council,10000
Steve Jameson (455496564559338),10000
Steve Brown,10000
Stephan for District Attorney 2018,10000
"Statchen 2018, Gary Burfoot, Treasurer. Approved by Bob Statchen",10000
"Stand for Salmon, Anchorage, AK. Michael Wood, Chair, approved this message. The Top 3 contributors are Alaska Conservation Foundation, Anchorage, AK; Thomas Barron, Boulder, CO; and Cook Inletkeeper, Homer, AK.",10000
Stand for Israel,10000
Squirrel Helmets,10000
South Shore Democratic Caucus (SSDC),10000
Sonja Trauss for Supervisor 2018 FPPC #1397772,10000
Somerset County Democratic LGBT Caucus,10000
Somaliland Intellectuals Institute SII,10000
Smokefree Oregon,10000
Skydive Jersey,10000
Skelton for Probate,10000
Simran Kaur (FPPC# 1409604),10000
"Simanski 2018, Mark Neumann Treasurer. Approved by Bill Simanski",10000
Silvio Carrillo,10000
Shervin Abachinejadasl,10000
Sequim Library Vote Yes Committee,10000
Sentinel Books,10000
"Senator Curtis Hertel, Jr.",10000
"Senate Republican Caucus. Ferrell Haile, Treasurer",10000
Seminole County Regional Chamber of Commerce,10000
Seguros Medicos al Instante,10000
Seattle CityClub,10000
Seattle City Councilmember Kshama Sawant's Office,10000
Seas Lyfe on behalf of San Diego Sailing Tours,10000
Sean Deringer For Wright County Sheriff,10000
Scott Sturgill for Congress,10000
Scott Brown,10000
Schusterman Family Foundation,10000
Schatz for Senate,10000
Scarsdale Voters Choice Party,10000
Save The Alamo Committee,10000
Save Lakewood,10000
Save Folly Beach,10000
Saratoga County Democratic Committee,10000
"Sarah Willis for Circuit Court Judge, Group 25.",10000
Santa Ana Building Healthy Communities ,10000
San Francisco AIDS Foundation,10000
Samuel Chu,10000
Samuel C. Arp II for Prosecutor Committee,10000
"Sabino ""Pio"" Renteria Campaign",10000
STDCheck,10000
SJP Leaks,10000
SEIU Local 49,10000
SEIU Healthcare Minnesota ,10000
SAFE 2 SAVE,10000
S.C. Public Charter School District,10000
"Ryan Rossi, Democrat for Florida State House District 89.",10000
