,39513400
"The Committee to Elect Sanjeev Memula, Julie Byrd Ashworth, Treasurer",0
The Committee to Elect Sandra Atwood - Stephanie Pierce Treasurer,0
The Committee to Elect Sabrina Heisey,0
The Committee to Elect Ryan Losco ,0
The Committee to Elect Ryan Bowden,0
"The Committee to Elect Robert Kennedy, Jr. to U.S. Congress",0
The Committee to Elect Robert Garcia for Kings County Board of Supervisors District 3 2018,0
The Committee to Elect Riggs Walker,0
The Committee to Elect Richard Lindsay,0
The Committee to Elect Ray East for Churchill County Sheriff,0
The Committee to Elect Petrus/Sanes for Governor & Lieutenant Governor ,0
The Committee to Elect Peter Keenan,0
The Committee to Elect Paul Wallem ,0
The Committee to Elect Paul Nimsuwan,0
The Committee to Elect Patrick Glasgow,0
"The Committee to Elect Pat Hankins, Betsy Reed Tres.",0
The Committee to Elect Pamela Luckie Castle,0
The Committee to Elect PJ Tanner Sheriff,0
The Committee to Elect Ozzie Fumo,0
The Committee to Elect Otha Thornton,0
The Committee to Elect Orlando Ramos,0
The Committee to Elect Nicola Usher,0
The Committee to Elect Nichols for Laramie,0
The Committee to Elect Nicholas Ayers to The Office of Pueblo Mayor,0
The Committee to Elect Nathaniel Waring,0
The Committee to Elect Natalie Higgins,0
The Committee to Elect Nance Arquiett,0
"The Committee to Elect Misty L.Miller Judge, Janice Miller, Treasurer",0
The Committee to Elect Mike Krusen ,0
The Committee to Elect Mike Gierau,0
The Committee to Elect Mike Finn,0
The Committee to Elect Michael V. Repella II ,0
The Committee to Elect Michael V. Repella II,0
The Committee to Elect Michael Thuener for House District 50,0
The Committee to Elect Michael Long,0
The Committee to Elect Michael Folk 2018,0
The Committee to Elect Michael C. Paige,0
The Committee to Elect Melissa Garff Ballard,0
The Committee to Elect Mary Montgomery,0
The Committee to Elect Mark P Ludwig,0
The Committee to Elect Mark Myers,0
The Committee to Elect Marc Martin Sheriff (Randy Garrison Treasurer) ,0
The Committee to Elect Linda Hall,0
"The Committee to Elect LeSean Tarkington Kansas State Representative Coenell Hill, Treasurer ",0
The Committee to Elect Larry Little for Chancery Judge,0
The Committee to Elect Lanna Clark,0
"The Committee to Elect LaVern Vivio to Congress, Ginger Rogers Treasurer ",0
"The Committee to Elect LaBianca, Shearn and Cassidy for Mayor and Council",0
The Committee to Elect Kyle Holman,0
The Committee to Elect Kyle Cooper,0
The Committee to Elect Kim Cousins,0
The Committee to Elect Kelli Kearney,0
The Committee to Elect Keiko Orrall ,0
The Committee to Elect Katherine Huffmaster,0
The Committee to Elect Kate Bowling,0
The Committee to Elect Karen D. McCallum for District Court Judge,0
The Committee to Elect K.C. Baran Circuit Court Judge,0
The Committee to Elect Justin L. Garcia,0
The Committee to Elect Julie Jordan,0
The Committee to Elect Judy Wilson,0
The Committee to Elect Judge Larry Thompson,0
The Committee to Elect Judge Jeff Weill,0
The Committee to Elect Judge Elizabeth Burns fo Supreme Court Justice,0
The Committee to Elect Jon Hinkelman,0
The Committee to Elect Jon Hardman,0
The Committee to Elect Johnny Gardner Horry County Chairman ,0
The Committee to Elect John Schmidt,0
The Committee to Elect John MacDonald,0
The Committee to Elect John Carroll ,0
The Committee to Elect John Barnes,0
The Committee to Elect Joe Petty,0
The Committee to Elect Joe Lannan,0
The Committee to Elect Jimmy Nunn,0
"The Committee to Elect Jim Wheeler - Mary Frances Crutcher Matherne, Treasurer",0
The Committee to Elect Jim Taliaferro,0
The Committee to Elect Jim Page,0
The Committee to Elect Jessica LaPointe,0
"The Committee to Elect Jessica Kelly, P.O. Box 3438, Ann Arbor, MI 48106 ",0
The Committee to Elect Jerald Montoya 4 Treasurer,0
The Committee to Elect Jennifer Rancourt,0
The Committee to Elect Jennie Sherwood,0
The Committee to Elect Jeffrey A Smith,0
The Committee to Elect Jason S. Harshbarger ,0
The Committee to Elect Jason Fulbright,0
The Committee to Elect Jarom Lewis,0
The Committee to Elect Jackie Wright,0
The Committee to Elect J. Cedric Simpson,0
The Committee to Elect Holly Williams,0
The Committee to Elect Helmuth Treasurer,0
The Committee to Elect Heidi Zuniga,0
The Committee to Elect Hanu Karlapalem for Limestone County Commissioner District 3,0
The Committee to Elect Griffin Kirsch,0
The Committee to Elect Grant Carlson District Court Judge,0
The Committee to Elect Gerardo Hernandez For Adelanto City Council,0
The Committee to Elect George Cushingberry Jr. State Senator District 2,0
The Committee to Elect George Cushingberry Jr.  State Senator District 2,0
The Committee to Elect Francia Wisnewski,0
The Committee to Elect Everett Maroon ,0
The Committee to Elect Evelyn Brown State Representative District 42,0
The Committee to Elect Evan Ross,0
The Committee to Elect Erin Buckley,0
The Committee to Elect Eric Harris,0
The Committee to Elect Eric Biggar,0
"The Committee to Elect Emily Page Steele Monroe County District Judge 3 W. Claiborne St. Monroeville, AL 36460",0
"The Committee to Elect Emily Digenis for Judge, Hunter C. Sattich, Treasurer",0
The Committee to Elect Elliott Lynch NC House,0
"The Committee to Elect Ebo Entsuah for Clermont City Council, Seat 5",0
"The Committee to Elect Doug Ritchie Mayor of Bogalusa, Louisiana",0
The Committee to Elect Diana Szynal ,0
The Committee to Elect Derek Winkle,0
The Committee to Elect Derek Clevenger,0
The Committee to Elect Debra Weston-Pickens,0
The Committee to Elect Deb Rudolf,0
"The Committee to Elect Deb Armintor for City Council. Treasurer: Marshall Armintor, 2003 Mistywood Ln, Denton TX 76209",0
The Committee to Elect David Wilson Brown,0
The Committee to Elect David Patrick Hudson 2018,0
The Committee to Elect David Gorski,0
The Committee to Elect Dana Gault,0
The Committee to Elect Dan Johnson,0
The Committee to Elect Dalton Haas ,0
The Committee to Elect Cynthia Reinert,0
The Committee to Elect Curtis McGary ,0
The Committee to Elect Craig Hall,0
The Committee to Elect Cory Creel,0
The Committee to Elect Colleen Garry,0
The Committee to Elect Clyde Myers,0
The Committee to Elect Claiborne Holtzman,0
The Committee to Elect Cindy Lake,0
The Committee to Elect Christine Doktor,0
The Committee to Elect Christie Humphrey,0
The Committee to Elect Christian Krueger,0
The Committee to Elect Chris Switzer for Vigo County Council District 2,0
The Committee to Elect Chris Shelton for County Council,0
The Committee to Elect Chris Douglas,0
"The Committee to Elect Chris Capodice 2222 Vauxhall Road Union, NJ 07083",0
The Committee to Elect Charles Morano Clerk of Courts,0
The Committee to Elect Carrie Heath,0
The Committee to Elect Candace Loyd,0
The Committee to Elect CCC for Congress,0
The Committee to Elect Bridgette M. Morgan,0
The Committee to Elect Brian Overmars,0
The Committee to Elect Brad Hill,0
The Committee to Elect Bob Williams,0
The Committee to Elect Bill Batrowny,0
The Committee to Elect Benjamin Eastman,0
The Committee to Elect Becca Rausch,0
The Committee to Elect Ayanna Neal Judge,0
The Committee to Elect Anne Landry,0
The Committee to Elect Ann Brady,0
The Committee to Elect Andy Backus,0
The Committee to Elect Amy Wasyluka for Senate,0
"The Committee to Elect Amanda Oesch Prosecutor, Keshia Presley Glastetter Treasurer",0
The Committee to Elect Allen R Dutch,0
The Committee to Elect Alex Bezanson,0
The Committee to Elect Alberta Griffin,0
The Committee to Elect Alana Watkins,0
The Committee to Elect Adrian Perkins for Mayor,0
The Committee to Elect Adam Edwards,0
The Committee to Elect Adam Diffenderfer to Caledonia School Board,0
The Committee to Elect Aaron Harris Sr. For Chandler City Council,0
The Committee to Elect AJ Holmes,0
The Committee to Bench Jackson,0
The Committee of Teresa Kinney for City Council 2018,0
"The Committee of Seventy, an independent Pennsylvania good government nonprofit",0
The Committee for a Better Future,0
The Committee for Justice ,0
The Committee To ReElect Judge Sandy Steckler,0
"The Committee To Re-Elect Henry ""Rick"" Lombardi",0
The Committee To Elect Steven Nixon,0
The Committee To Elect Sheila Brillson,0
The Committee To Elect Paula Stepp,0
The Committee To Elect Patty Pickens,0
The Committee To Elect Matt Koleszar,0
The Committee To Elect Matt Gambrel Judge,0
The Committee To Elect Kate Marshall,0
The Committee To Elect Josh Stowers,0
The Committee To Elect Joe Caron,0
The Committee To Elect Jennifer Tyler for Sheriff,0
The Committee To Elect Jeff Graf Coroner,0
The Committee To Elect Jason A. Olson Circuit Judge,0
The Committee To Elect Jake Porter,0
The Committee To Elect Gilberto De La Torre,0
The Committee To Elect Eric Valley District Court Judge,0
The Committee To Elect Dagen For Senate,0
The Committee To Elect Cedric King,0
The Committee To Elect Caprice Pratt,0
The Committee To Elect Brianne Solomon,0
The Committe to Elect Keith Eardley,0
"The Committe to Elect Jacob Walters, Treasurer Leah Walters",0
The Committe To Elect Bill Newberry,0
The Commit Partnership,0
The Comedy Zone,0
The Colorado Trust,0
The Coalition to Help Families Struggling with Infertility,0
The Coalition for Rural Property Rights,0
"The Clean Air Act, LLC",0
The Claremont Independent,0
The City Congregation for Humanistic Judaism,0
The Church of Stop Shopping,0
The Christopher M. Mathison Campaign,0
The Christianson Campaign,0
The Children's Advocacy Alliance,0
The Chicago School of Professional Psychology,0
The Chatham County Democratic Committee,0
The Charlotte County Republican Club ,0
The Charlie Daniels Band,0
The Charlee Renaud Lear Campaign Fund,0
The Chandra Law Firm LLC,0
The Chamomile Tea Party,0
"The Chamber, Gadsden and Etowah County",0
The Century Foundation,0
The Central Louisiana Regional Chamber of Commerce,0
The Center for Transformative Action,0
"The Center for Health, Environment & Justice",0
The Center for Action and Contemplation,0
The Captain Planet Project ,0
"The Candidate, Yvonne Reeves-Chong",0
The Candidate Tonya Perry,0
The Campaign to Re-Elect Becky Lewallen,0
The Campaign to Elect Twitty Titus,0
The Campaign to Elect Tommy Budde ,0
The Campaign to Elect Michael McKinney to the Maine State Senate,0
The Campaign to Elect Josh McCall,0
The Campaign to Elect Christian Motley,0
The Campaign to Elect Amanda Kelton Maury County Mayor,0
The Campaign to Elect Adline Clarke,0
The Campaign for Connie Grubbs,0
The Campaign Workers Guild,0
The Campaign Fund of RB McKenzie,0
The Campaign Fund of Josh Blair,0
The Campaign Fund of Jennifer Reynolds,0
The Campaign Fund for Mona Hampton-Eldridge,0
The Campaign For Michael Antalan,0
"The Calvin Ball Team, Roger Barnes, Treasurer ",0
The Calvert County Republican Central Committee,0
The Calguns Foundation,0
"The CTE Mary Howard, 17 Griswold Drive, Rutland, VT  236-5123",0
The CTE Linnie Taylor,0
The Burkean Conservative,0
The Buffalo Chronicle,0
The Brown Girls Guide to Politics ,0
The Bronx County Young Democratics,0
"The Briefly, a New York City daily news digest newsletter.",0
The Bridge Academy Charter School,0
The Bowery Mission,0
The Borneo Project,0
The Book Table,0
The Book Loft of German Village,0
The Bond County Democratic Central Committee,0
The Black Women's PAC,0
The Black Sheep Agency ,0
The Black Conservative Post,0
The Bill and Kali Show,0
The Bi Foundation,0
The Bell Policy Center ,0
The Bell Policy Center,0
The Bedminster Democratic Committee,0
The Beat of Life,0
"The Baltimore Post, LLC",0
The Average Joe,0
The Atlantic Council,0
The Assembly Democratic Campaign Committee,0
The Apple Valley Professional Firefighters Association,0
The Apple STEM Network,0
The Anti-Socialist,0
The Anne McKereghan for School Board 2018 Campaign FPPC 1382672,0
The Animal Pack,0
The Andronico Committee,0
The Andrea Mitchell Center for the Study of Democracy,0
The American Vision,0
The American Times,0
The American Promise,0
The American Nik,0
The American Journal of Managed Care,0
The American Counselor,0
"The American Club III, Inc.",0
The American Cancer Society Cancer Action Network.,0
The American Academy of Pediatrics,0
"The Alaska Free Market Coalition (AFMC); Ketchikan, Alaska 99901. I am David Spokely, Chair of the AFMC, and I approve this message. The top contributor to the Alaska Free Market Coalition is Connect Solutions LLC, Ketchikan AK. This NOTICE TO VOTERS is required by Alaska law. I certify that this ad is not authorized, funded by, or approved by any candidate.",0
The Alachua County Supervisor of Elections,0
The Alachua County Labor Coalition,0
The Alabama Policy Institute,0
"The Alabama Democratic Conference, 424 S. Decatur Street, Montgomery, AL 3604",0
The Al & Tony Show,0
The African Middle Eastern Leadership Project,0
"The Accountability Project (TAP), 3201 C Street, Anchorage, Alaska. I am Francy Bennett, Chairman, and I approve this message. Top three contributors of TAP are: Frontier Alaska Construction, Anchorage, AK; Alaska State Chamber of Commerce, Anchorage, AK; Advanced Supply Chain International, Anchorage, AK. This NOTICE TO VOTERS is required by Alaska law.",0
The Academy on Mapleton Hill,0
The Abolition Institute,0
"The ANIMAL-FREE Chef in support of FIVE Principles To A Better Life: No Prejudice, Discrimination, Enslavement, Torture, Slaughter",0
The ABU Education Fund,0
The 2A Station,0
The #Wild4Whitmer Unofficial Street Team,0
Thaddeus Rairdon,0
Thad Michael is Senior Benefits,0
Texas Young Democrats PAC,0
Texas Values Action,0
Texas Students United,0
Texas Sportsbook Coalition,0
Texas Organizing Project PAC,0
Texas Nationalist Movement,0
Texas Justice & Public Safety PAC,0
Texas Indivisible admins.,0
Texas Home Authority,0
Texas Gun Law Blog,0
Texas Family Project. Not sponsored by any other candidate or campaign.  ,0
Texas EMS Academy,0
Texas Democratic Women of Harris County Metro,0
Texas Conservatives For Liberty And Freedom,0
Texas Coalition to Abolish the Death Penalty,0
Texas Cannabis Industry Association,0
Texas Campaign for the Environment,0
Texas Association of Nurse Anesthetists,0
Texas Alliance for Life,0
Texas AFT,0
Texas AFL-CIO,0
Texans Care for Children,0
Teton County Democrats,0
Terry Newsom,0
Terry Hopkins for HD 26 - 2018,0
Terry Harrison For District Attorney,0
Terry Clark,0
Terry Charles,0
Terrill L. Hill for Mayor of Palatka.,0
Terrie Moore,0
"Terri Stanley, Campaign treasurer",0
Terri Leyton,0
Terri King Schoborg for Judge Committee,0
Terrel Tovey for Bannock County Commissioner,0
"Teresa Keng for Fremont City Council District 1 campaign committee, FPPC#1405950",0
Teresa Barrett for mayor campaign ,0
Terance D McCutchen,0
Tennessee Riverkeeper,0
Tennessee Republican Assembly,0
Tennessee Campaign for Liberty,0
Temple Terrace Area Democratic Club,0
Temi Oni ,0
Tehachapi Citizens for Responsible Government,0
"Teesistance, a company devoted to selling progressive T-shirts.",0
TeeSaid,0
TeePanic,0
Tedesco for County Executive 2018,0
Ted Metz for Governor of Georgia Committee,0
Teamsters for a Democratic Union (TDU),0
Teamsters for O'Brien/Zuckerman,0
Teamsters 117,0
Team4ElMirage,0
"Team Wet Dog Press, Robert Walton",0
Team Wade,0
"Team Up For All Kids, PO Box 1130, Sausalito, CA 94966",0
Team Teefy 2018,0
Team Schuller LD30,0
Team Rezabek,0
"Team Paul Taros 77 E. Long Lake Road   Bloomfield Hills, Mi 48304",0
Team Groo,0
Team Donald Trump,0
Team Diva Real Estate at Coldwell Banker Bain,0
"Team Buhr, Rodney Garnett, Treasurer",0
Team 4 El Mirage,0
Team 21 Slate,0
Tea Party of Cumberland County,0
Taylor for Probate,0
"Taylor for Judge 2018, PO Box 925 Pryor, OK 74362",0
Taylor Venus for House 2018,0
Taylor County Democratic Party,0
Taxpayers for Mitchell,0
Tattooed Mom,0
Tatiana Croissette,0
Tarrant County Democratic Woman's Club,0
Targeted Technologies LLC,0
Taos County Democratic Party,0
Tanya Garrison for 157th District Court,0
Tanner Campbell and Satyr Productions,0
Tank Harris For Trustee,0
Tanisha Logan-Lattimore for Chemung County Legislature,0
Tania Nyman Campaign,0
Tania Garcia-Cadena for City Council Member,0
Tandem Properties,0
Tampa Republican Women Federated.  Not approved by any Candidate or Committee.,0
Tampa Bay Waterkeeper,0
Tammy Sanders Prince,0
"Tammy Garcia, Democrat, For FL HD37",0
"Tami Ray Hutchinson, Democrat for Tax Collector",0
Tamara St. John for District 1 House of Representatives,0
"Tam Boeve for Assembly, HC 89 Box 124, Willow, AK 99688",0
Talsma For Jasper County Supervisor,0
"Tallahassee Reports, a 501(c)3 non-profit media organization.",0
Talk Media,0
Talk Business and Politics,0
Talil Abrhiem,0
Talbott for Waterford City Council 2018,0
"Talana D. Watson 4 Students Campaign, Oliver L. Waters, Treasurer",0
Take18,0
Take 'Em Down RVA,0
Tai Do for City Council 2018 FPPC 1399430,0
Tacoma Creates (Prop 1),0
Tablet,0
Tableau Magazine,0
TXLER,0
"TW Foundation, Inc.  (A non-profit organization)",0
TV Neslusan Campaign Committee,0
TS,0
TPS Board Candidates for Transparency,0
TONY SANCHEZ FOR COLORADO STATE SENATE,0
TOM MACARTHUR FOR CONGRESS INC.,0
TMA Firearms Committee,0
TLR,0
TKF,0
TJ Cooney,0
TJ Barker for Sheriff,0
TINA RIEHLE FOR STILLWATER SCHOOL BOARD,0
"THE TRUMP NETWORK, LLC. ",0
THE NEW BRAUNFELS ISD UNICORN ACTION PAC,0
"THE COMMITTEE TO RECALL DWAYNE D. WARREN FROM THE OFFICE OF MAYOR OF ORANGE TOWNSHIP, NJ",0
THE COMMITTEE TO RE-ELECT JUDGE MIKE TAYLOR AND APPROVED BY THE CANDIDATE,0
THE COMMITTEE TO KEEP JUDGE PAUL WOODWARD - 2018,0
"THE COMMITTEE TO ELECT WILSON HALE SHERIFF P.O. BOX 10925 BIRMINGHAM, AL 35202",0
THE COMMITTEE TO ELECT TRACEY BROWN FOR JUSTICE COURT JUDGE,0
THE COMMITTEE TO ELECT STEVE GREEN.,0
"THE COMMITTEE TO ELECT RON WILLIAMS, MAYOR, CATHERINE WILLIAMS, TREASURER,337 CAROLA LANE LEXINGTON SC 29072",0
THE COMMITTEE TO ELECT ERICA STANDFIELD BRANDON DISTRICT COURT JUDGE,0
THE COMMITTEE TO ELECT BRADY J. TERVO,0
TG Caraway for Lubbock County Commissioner Pct. 4,0
TEAMFL,0
"TEAM HOPE (Basilio Villarreal, Eduardo Ramirez, Noe Castillo)",0
TCS Upfitting,0
"TB Reporter does not run political ads on Facebook. We are a news site that writes about politics. If you think this is an ad, it is not. It is a story about politics or a politician. The ads are paid for by Ragranok Group but they are not political ads. This is to comply with Facebook requirements",0
TAS Apparel,0
TARA of Austin,0
T.J. Marti for State House 2018,0
"T. Lee Horne, III. I am T. Lee Horne, III and I approve this ad.",0
T'ruah: The Rabbinic Call for Human Rights,0
T Parks Inc - CEO Ted Parks - Chicago - Blue State News ,0
T Love Inc,0
Syracuse Divest,0
Syosset Park,0
Synthisophy,0
Syed Rob Campaign,0
Syda Cogliati for Santa Cruz County Superior Judge 2018 FPPC #1401247,0
Sycamore Agency,0
Swoboda for Rim School District Board 2018,0
Swing State Voices,0
Swing Left IN-09 (Carey PAC),0
Swing Left,0
Swenson for House,0
Sweet Savour Ministries,0
Swati Joshi of DFW for Beto,0
Swarthmore Democrats,0
Swag of the Savior,0
"Suzi David. Machelle Andrew, Treasurer",0
SuzanneM. La Rochelle,0
Suzanne M. Todd for Dearborn Heights 48125 East,0
Suzanne Fox for Leesburg,0
Suzanne Elizabeth,0
Suzanne Domagala ,0
Suzanne Domagala,0
Sutherlin Oregon Politics,0
Sustainable Practices ,0
Sustainable Politician Project,0
Sussman for Attorney General,0
Sussex County Republican Committee,0
Susie Skaggs,0
"Susie Hance-Wells for Commissioner, by Authority: Darrell Ireland, Treasurer",0
SusanAnn for Congress,0
Susan for Colorado,0
Susan Sneed for TN State House District 20,0
Susan Shelton Perry,0
Susan McDanel for Representative,0
Susan Lubetkin,0
"Susan L. McCollum, Candidate for Fairmont City Council, District 1",0
Susan Kaiser Greenland ,0
Susan Estep,0
Susan Ellenberg,0
Susan Dalton,0
Susan Cunningham,0
Susan B Anthony List Candidate Fund,0
Susan Anglin,0
SusTus LLc,0
Surviving Sacramento - Community Organization,0
Surovell for State Senate,0
Surge Media,0
Supporters of the BDS movement,0
Supporters of human agency,0
Supporters of Rudy Underwood,0
Supporters of Oraynab Jwayyed 2018,0
Supporters of Keep the Park Green,0
Supporters of Judy Einach,0
Supporters of John Kozlar for Mayor of Chicago,0
Supporters of Jeff Donohue,0
Supporters of Jackie Phillips2018,0
Supporters of Jack D. Franks,0
Supporters of Brett Butner for Associate District Judge 2018,0
Supporters of Bob Oreskovic,0
Supporters of Black Lives Matter Lansing,0
Supporters of Angela Urlacher,0
Supporters & friends of Shaun Sims for Senate,0
Support The Blue,0
Support Shirts R-Us ,0
"Support Our Anaheim Resort Area PAC.  Committee major funding from Disney Worldwide Services, Inc. and affiliated entities.  Not authorized by a candidate or a committee controlled by a candidate.",0
Support Cheshire Solar,0
Supplemental Health Care ,0
Supervisor Warren Slocum,0
Supervisor Gary Bradford,0
Super Pacewic Coppolla for council,0
Sunrise Outlet,0
Sunny Park for Buena Park  FPPC Campaign ID No.1397511,0
Sunjeev Bery.,0
Sunflower Alliance,0
Sundance Mountain Resort,0
Sunbeam Family Services,0
SunHarvest Solar,0
Sumner County Republican Assembly ,0
Summit County Democrats,0
Summerville for Laramie,0
Sullivan for Township Committee,0
"Sullivan for Judge, PO Box 918, Kalispell, MT. John B. Dudis, Treasurer.",0
Sullivan for Colorado ,0
Sullivan For City Council 2018,0
Suit Up Maine,0
Suisun City Mayor Lori Wilson 2018 #1401149,0
Suffolk Conservative Committee,0
"Suetholz for Senate. Carol Berry, Treasurer.",0
Sue for District 13,0
Sue Stenhouse For Mayor of Warwick,0
Sue Parrigin for City Commissioner,0
"Sue Himmelrich for City Council 2018, ID # 1366428",0
Sue Hilgart ,0
Suddarth for Congress,0
Substance Abuse and Overdose Prevention PAC,0
"Suavecito, Inc.",0
Studio 6B,0
Students for Erin Murphy. Not authorized or approved by any candidate or candidate’s committee. No candidate or candidate’s committee is responsible for it.,0
Students for Education Reform 501c3,0
Students Against Cruelty to Animals,0
Stuart Shapiro,0
Stuart Rice,0
Stu News,0
Strong Towns Shreveport,0
Strong Schools Strong Dallas,0
Strong Blue Wisconsin PAC,0
Strive Strategies,0
Strickland for Georgia,0
Strengthen Our Schools,0
"Streff Legal, PLLC",0
Streetsblog Los Angeles,0
StrawForSheriffCommittee,0
StrategicMedia21,0
Strategic Concepts in Organizing and Policy Education,0
Straight Twist,0
Strafford County Republican Committee,0
Stout for State Rep,0
"Story and Murphy for Council, 60 Applebey St, Eatontown, NJ 07724",0
Story County Democrats of Iowa,0
Stormey Primm for Coroner,0
Storefront Political Media,0
Stop the Flooding Now,0
Stop the Dump,0
"Stop Unfair Tax Increases Now, 1284 SOM Center Road, Mayfield Heights, OH  44124, Jennifer Grogan, Treasurer",0
Stop Truckee River Flooding Coalition,0
Stop Recruiting Kids,0
Stop Payday Loans in PA Coalition,0
Stop Laurens District 55 Tax Hike,0
Stop Crime SF,0
Stookey's Club Moderne,0
Stonington Democratic Committee ,0
Stonewall Democrats of Pinellas County,0
Stonewall Democrats of Arizona. Not authorized by any candidate or candidate's committee.,0
Stone Defense Fund,0
"Stokes for Missouri, Lisa Lucas, Treasurer",0
Stokes for Missouri,0
Stier Forward,0
Stidham for Portage,0
Stewart for Senate,0
Stewart for Presque Isle,0
Stewart Eastman,0
Stew James Stewart,0
Stevevonna Evans for  Adelanto City Council  2018,0
Stevens for Bannock,0
Steven Steiner,0
Steven Specht,0
Steven Smith,0
Steven Seiner,0
Steven Scrivner,0
Steven N. Klitzner,0
Steven M. J. Bost for Judge ,0
Steven Leibowitz for State Rep,0
Steven Greenstreet,0
Steven G Heisler for Titusville City Council Seat 5,0
Steven Elder for Mayor,0
Steven D. Foster Candidate ,0
Steven ,0
Steve Wolgast for County Commissioner,0
Steve White for County Commissioner,0
Steve Vernon,0
Steve Toth Campaign,0
Steve Thomas,0
Steve Stenberg for Chula Vista City Council,0
"Steve Spradley, Candidate for County Commissioner, Taylor County District 3, NPA",0
Steve Skrovan,0
Steve Schoettmer for State Representative,0
Steve Scheetz,0
Steve Rutherford,0
Steve Russell for Congress,0
"Steve Poizner for Insurance Commissioner 2018, ID#1402422",0
Steve Parker,0
Steve Oestreicher for County Commissioner,0
Steve Newell,0
"Steve Morris for Council : 4333 Bailey Lake Drive, Woodbury Mn 55129",0
Steve McCarron,0
"Steve Lockwood for Commissioner, Marilyn Sabella Treasurer",0
Steve Kent.,0
Steve Kay for Council,0
Steve Johnson for State Rep,0
Steve Jameson (455496564559338),0
Steve Guiliotis,0
Steve Egolf,0
Steve DeBrum for Manteca Mayor,0
Steve Crowe for Bryant City Council Ward 2,0
Steve Brown,0
Steve Allender,0
"Steve Ahlquist, writer/editor of UpriseRI",0
Stets for House District 12,0
Stepper For Council FPPC#1247916,0
Stephens for Region 1 Coordinator,0
Stephen Rutgers,0
"Stephen P Riexinger, PC",0
Stephen Kemp for NFDA Secretary 2018,0
Stephen Denison ,0
Stephen Brown,0
Stephanie Timko,0
"Stephanie Meyer for Shawnee, Sam Hawkins, Treasurer.",0
Stephanie King-Logsdon for Circuit Court Clerk,0
Stephanie Canter for South Kingstown School Committee,0
Steinberg For Leesburg Campaign,0
Stein for State Representative,0
Steidtmann for Missouri,0
Steglik & Pritchett for Mount Laurel ,0
"Stefanie Jaquette for North Mankato City Council, P.O. Box 2103, North Mankato, MN 56002 ",0
Steele Creek Democrats,0
Steel City Stonewall Democrats,0
"Status Coup, LLC",0
"Statler For House. Linda Chisler, Treasurer.",0
Staten Island Women Who March,0
Stateline JJM,0
Statehouse Report ,0
State The Vote,0
State Senator Peter MacGregor,0
State Senator Dale W. Zorn,0
State Representative William Duff,0
State Representative Terry Canales,0
State Representative Shawn Thierry,0
"Statchen 2018, Gary Burfoot, Treasurer. Approved by Bob Statchen",0
"Statchen 2018, Gary Burfoot, Treasurer.",0
Stars and Stripes Military Photography,0
Star Henson,0
Stanley Swetzof for State House,0
Stanley Charles Kimer,0
StandWithUs,0
Stand for Israel,0
Stand With POTUS Political Action Committee.  Not Authorized by any Candidate or Candidate Committee.  FEC ID #: C00630830,0
"Stand Up to Poverty, Inc.",0
Stalzer for South Dakota,0
"Stafstrom 2018, Approved by Steve Stafstrom, Gabriel Parisi, Tresurer",0
Stacy Suits Campaign,0
Stacy Shanahan,0
Stacy Hackenberg for JP4,0
"Stacy Brookman For Yuba City Council 2018, ID# 1405424",0
Stacy Begin 4 OUSD School Board PAC,0
Stacie Long,0
Staci Smith,0
"Stacey Hetherington, Republican, for County Commission District 2",0
Stacey Guerin for Maine Senate,0
"Staance, an open community on a mission to bring transparency to political polling",0
St. Mary's County Democratic Central Committee,0
St. Martin Democratic Executive Committee,0
St. Louis Democratic Socialists of America,0
St. Louis County Schools,0
St. Louis County Republican Central Committee,0
St. Landry Democrats,0
St. Joseph County Democratic Party,0
St. Croix County Democratic Party,0
Spurlock for Congress,0
Sprouse for Alderman,0
Springfield Ward 2 Democratic Committee,0
Springfield SD,0
Springfield News-Sun,0
Springfield Indivisible  (Missouri 501 c4),0
Springfield CLEAN,0
Sponsor,0
Spokane Public Schools,0
Spiritual and Practical Socialism,0
Sperling for Springfield Supervisor,0
Spencer for Council 2018.,0
"Spencer Noren for Ventura City Council District #4, 2018",0
Spectrum Report,0
"Special Committee to Elect Dayrell Scrivner, Gary Larmon, Treasurer",0
Speaking Moderately,0
Speak for the Unborn,0
Speak Up America,0
Spadola by Auditor,0
Southwestern Illinois Democratic Women,0
Southwest Solutions,0
Southwest Missouri Conservative Network,0
Southwest Florida Water Management District,0
Southern Oregon Land Conservancy,0
Southern Maryland Association of REALTORS®,0
Southern Majority,0
Southeast Kansas United for Justice and Freedom,0
Southeast Alaska Conservation Council,0
South Weld GOP,0
South Texas Energy & Economic Roundtable (STEER),0
South Texas Advocacy Group,0
"South Sound Women's Leadership PAC, PO Box 5304, Tacoma, WA 98415. No candidate authorized this ad. Top 5 Contributors: New Direction PAC, Janet Theissen, Chelsea Talbert",0
South Plainfield Democratic Organization,0
South Peninsula Area Republican Coalition,0
"South Pasadena Public Services Committee 2018 — No on N, FPPC# 1406796.",0
"South Kitsap School Supporters: PO Box 2081, Port Orchard, WA 98366",0
South Florida Wildlands Association,0
South End Trifecta,0
South Dakotans for Progress,0
South Dakota Right to Life PAC,0
South Central WA Federation of Democratic Women,0
South Central Macomb Democratic Club,0
"South Central Arkansas Electric Cooperative, Inc. ",0
South Brooklyn for an Accountable Albany,0
South Bay Labor Council,0
South Asian Americans Leading Together,0
Source Politics LLC,0
Sorvaag for Senate,0
