,95777
Doug Carel for District Judge,7
Donny Moss,7
Donna Meyers for Santa Cruz City Council 2018,7
Donna Mercado Kim for Congress,7
"Ditto for Shakopee * 1753 Stagecoach Road * Shakopee, MN 55379",7
Disability Law Colorado,7
"Dianne Martinez for City Council 2018, FPPC: #1366707 & Scott Donahue for Emeryville City Council 2018, FPPC#:1366849",7
"Diane Gonzalez Simpson, non-partisan, for Coral Springs City Commission",7
DiNapoli 2018,7
Dexter Dow for U.S. Representative 2nd District NH,7
Devin Lavelle,7
Detour Media,7
Dennis Evenson for SD Senate,7
Democratic Alliance for Action of Santa Clarita,7
Delaware Twp. Democratic Club,7
Defend Our Future,7
"Deepwater Wind South Fork, LLC 2018",7
Dean4BoE,7
Dean Provence for Monterey Peninsula Water Management District Div. 1,7
DeWitt for Congress,7
De'Andre A. Barnes for School Board,7
"David Perez, Democrat, for Senate District 36",7
David Norton,7
David Karaffa,7
David Clifford for Congress #C00663013,7
David Carlucci for New York,7
David Breitenbucher for City Council,7
Dave Ryan AZGOP LD15 Chair,7
Dave Harness For Coroner,7
Data for Donkeys,7
Danielle Mills,7
Dana Cawthon Campaign Fund ,7
Dan J Matthews Vote for Dan,7
Dan Iman for Oceanside Unified School Board District 1 - 2018,7
"Dan Casey, non partisan, for Broward Circuit Judge",7
Dallas Democrats - Precinct 1022,7
Dallas County Republican Party. Not authorized by any candidate or candidate committee.,7
Dale DeVon for State Rep,7
"DCCC. 430 S. Capitol St SE, Washington, DC 20003. Not authorized by any candidate or candidate's committee. ",7
D Miller & Associates PLC,7
Crooked Media,7
Craig Bowden for Senate,7
Craig Andres,7
Corwyn Davis Campaign,7
Coronado for Assembly 2018,7
Conservative World Daily,7
Conservative Consulates,7
Conservative Action Group,7
Connie Gramarossa for County Commissioner,7
Congressman Mo Brooks,7
Community in Support of NC12 Non-Profit,7
Community Health Council of Wyandotte County,7
Committee to re-elect Chief Chris Wilrye,7
Committee to elect Stanley Stek,7
"Committee to elect George Zoghby, P.O. Box 817-0817, Mobile, AL 36601",7
Committee to elect Curtis Cannon,7
Committee to Support Green Schools - Michael Trinko Treasurer,7
Committee to Reelect Roderick Grieve,7
Committee to ReElect Paul Iannucillo,7
Committee to Re-elect Larry Waters,7
Committee to Re-Elect Vicki Hunt,7
Committee to Re-Elect Mike Hestrin DA 2018 - FPPC#1356338,7
Committee to Re-Elect Billy Orgel,7
"Committee to Elect Will Motlow Probate Judge P.O. Box 569 Florence, AL 35631",7
Committee to Elect Will Morin,7
Committee to Elect Treva Gear,7
Committee to Elect Thomas Trehus,7
Committee to Elect Stephanie Townsend,7
Committee to Elect Sabbagh (For AZ Treasurer),7
Committee to Elect Rogers Kirk,7
Committee to Elect Rhyan Breen,7
Committee to Elect Paul Akinjo 4 Lathrop City Council ,7
Committee to Elect Michelle Foreman,7
Committee to Elect Melanie Barrett,7
"Committee to Elect Matt Doell - Keith Kinder, Treasurer",7
Committee to Elect Marian Kromkowski,7
"Committee to Elect Lorraine De Young for Circuit Court Judge, Group 41 (Nonpartisan).",7
Committee to Elect Kimberly Hill Knott for Congress,7
Committee to Elect Judy McCullough for Senate,7
Committee to Elect Judge Christen L. Bishop,7
Committee to Elect Joseph Morabito to Wildomar City Council,7
"Committee to Elect Joseph Kaimann, Stephanie Kaimann Treasurer",7
"Committee to Elect Joanne Ferrary, ViAnn Beadle Treasurer",7
Committee to Elect Jeff Mackay Circuit Court Judge,7
Committee to Elect Jay Byars,7
Committee to Elect Gavin Reardon,7
"Committee to Elect Cynthia Black, Craig Thomas, Treasurer ",7
Committee to Elect Clark Mitchell,7
Committee to Elect Christopher Schoonover,7
Committee to Elect Chris Robinson,7
Committee to Elect Chris Gambill,7
Committee to Elect Carolyn Blodgett ,7
"Committee to Elect C. Terry Jones, P.O. Box 228 Meridianville, AL 3575",7
Committee to Elect Brian D. White,7
Committee to Elect Bonnie McLean,7
Committee for Leslie Hagan-Morgan for Assembly,7
Committee for Christa Helmuth for Circuit Clerk.,7
Committee To Elect Mike Gatlin,7
"Committee To Elect Michael Petrish PO Box 1435 Anacortes, WA 98221",7
"Committee To Elect Curtis Beulah, Frannie DiNatale, CPA, Treasurer",7
Committee To Elect Charles Fletcher,7
Colorado Hispanic Republicans,7
Coloradans to Stop Predatory Payday Loans,7
Collin County Business Alliance,7
"Collene Lamonte for Senate • 10115 Walsh Rd, Montague, MI 49437",7
"Colchester Democratic Town Committee, Rosemary Coyle, Treasurer",7
Cody Sunderland,7
"Coderre 2018, Kathleen Jenkins, Treasurer Approved by David W. Coderre",7
"Clowns SuperPAC, not affiliated with any candidate or political party",7
Cleveland for Commissioner 2018,7
Civic Engagement Alliance,7
Citizens to Elect Steven G. Gerhardt,7
Citizens to Elect Phil Roe to Congress,7
Citizens to Elect John Hendricks,7
Citizens to Elect Jerry Carter,7
Citizens to Elect Chris Miller for State Representative - Illinois District #110,7
Citizens to Elect Casey Salisbury Sheriff,7
Citizens for Sieck,7
Citizens for Purcell,7
"Citizens for Megan Thompson, Susan Thompson Treasurer",7
Citizens for Matthew J. Hunt,7
Citizens for Kurt Prenzler,7
Citizens for Kate Albright-Hanna,7
Citizens for Jordan P. Cooper,7
Citizens for Jonathan McLean,7
"Citizens for Jesse A Peed for Senate, Kathryn J Peed Treasurer",7
Citizens for James A. Williamson for District Judge,7
"Citizens for Integrity & Accountability, Patrick Rowland, Treasurer",7
Citizens for Futrell,7
Citizens for David Stolman,7
Citizens for D'Esposito,7
"Citizens for Carl Jackson; Kenya Battle, Treasurer",7
"Citizens for Brian Beall, Katie Beall, Treasurer",7
"Citizens for Baker, Tim Davis Treasurer",7
Citizens for Ann Gillespie,7
Citizens To Elect Jim Zay,7
Citizens Supporting Local Fire Protection,7
"Citizens For Williams Folden. Harold E. Hoffman, Treasurer.",7
Citizens For Jeff Pittman,7
Citizens Concerned about Springfield Health,7
"Cindy Neighbor for Kansas - Jeff Meyers, Treasurer.",7
Chris Young for City Council 2018,7
Chris Northcraft,7
"Chris Chung for Mayor, 316B East Ruby Ave, Palisades Park, NJ 07650",7
Chris Christie for Alabama AG PO Box 59141 Birmingham AL 35259,7
Chisago County Communities to Elect J. Carlson for Sheriff,7
Chippewa Valley Votes,7
Chip Roy for Congress,7
Chicago Booth Review,7
"Chester Victory Committee, Larry Atkins, Treasurer.",7
Chester Citizens for Ethical Government Members,7
Cheryl Holcomb Mammano,7
Cherokee County Democratic Committee,7
Charlie Gerow.,7
Charlestown Citizens Alliance,7
Charleston County Democratic Party,7
Charity Grimm Krupa,7
Chance For CU Regent,7
"Cary Lowe, Author",7
Carol Marple for Shawnee County Commissioner,7
Carol M. Swain,7
Canright for Sheriff,7
"Cannon River Civic Center Advisory Committee, 205 Water Street S, Suite 10, Northfield, MN 55057",7
Campaign to elect Sydney Wissel,7
"Campaign to elect Jack Smink, Democrat, Brevard County Commission, District 2",7
Campaign to Elect Josh McCall,7
Campaign to Elect Donna Ensley ,7
Campaign to Elect Brent Bush Cannon County Executive ,7
Californians for Equitable Energy Choice,7
California Rifle & Pistol Association,7
California Reinvestment Coalition,7
California League of Conservation Voters Education Fund,7
California Freedom and Prosperity Fund PAC,7
"CTE Julie Williams PO Box 202, Mt.Clemens, MI 48043",7
CTE Jacob Auchincloss,7
CTE Brianna Scott for MSU Trustee,7
CBWPA,7
CASA,7
C&R Marketing,7
"By Authority: Friends of Mike Busch; Neal Katcef, Treasurer.",7
Bryan Co. Federation of Democratic Women,7
Bruce Hampton for Judge Campaign Committee,7
Brittney Johnson for District 8A Committee,7
Brifki for Mayor,7
Brian Johnson For Burleigh County State's Attorney,7
Breed Safety Laws Action Team,7
Brandon Fischer,7
Brad Sostack for Congress,7
Brad Shepherd for Sheriff,7
Brad Perry for Texas,7
Brad Barrett,7
Bolgiano for Sublette County,7
Bolgiano for Division B - Campaign,7
Bohn for Larimer County,7
"Boca Raton Public Safety PAC, Inc. ",7
Bobby Khullar for Dublin City Council– 2018. FPPC ID# 1404867,7
Bobby Cleveland House District 20 2018,7
Bob Schrage for State Representative,7
Bluetopsy Political Podcast,7
Bloom Magazine,7
Bill Ricard,7
Bill McClure for St Augustine Mayor,7
Bill Brann,7
Bier Station LLC,7
Better Georgia ,7
"Betsy Anderson for State’s Attorney | P.O. Box 182, Stowe, VT 05672",7
"Bernardsville GOP Victory 2018, Somerset County Republican Party",7
Bentivolio for Congress,7
Belmont Abbey,7
Bellevue Votes Yes,7
Becky Goff for Murfreesboro City School Board ,7
Beach Oil Minerals Partners,7
"Bashert4Ypsi, 909 Grant St., Ypsilanti, MI 48197",7
Barnes for JP,7
Baldwin-Kennedy for Assembly 44 in 2018,7
Bahner for House,7
Authorized and paid for by Lanell Williams-Yulee for County Court Judge - Group 8,7
"Authority: Citizens to Elect Seth Howard, James Appel, Treasurer.",7
Austin Tong,7
Athens Parents for Equitable Education,7
Arlette Preston for City Commission,7
Arizona First PAC not authorized by any candidate or candidate’s committee.,7
Apoiantes de Jair Bolsonaro para Presidente,7
Aparna Madireddi for San Ramon City Council 2018 FPPC # 1404460,7
"Anthony Cates III for St. Petersburg, Florida",7
"Anna V. Eskamani, Democrat, for Florida House 47 ",7
"Andy Shirtliff for Montana, Democrat, Mary Ahmann-Hibbard Treasurer; PO Box 362, Helena, MT 59624",7
Andy Harris for Congress,7
"Anderson Area Chamber of Commerce, Anderson County Municipal Association, Imagine Anderson, SC Realtors Community Alliance Program, and Western Upstate Association of Realtors",7
Anaya for Mayor Committee,7
Amy Fazio For PA,7
Amrit Kohli,7
Americans for Transportation Mobility Coalition,7
American Patriot Daily News Network LLC,7
American Conservation Coalition,7
America First Agenda PAC. Not authorized by any candidate or candidate's committee. ,7
Amarillo Matters PAC,7
Alysoun Mahoney,7
Alyson For Wisconsin,7
Alva Striplin for School Board,7
Alpert for District Court,7
Alpena County Democratic Party,7
"Alliance for a Better American Tomorrow, Inc.",7
Ali Shater for Mayor,7
Alfredo Olvera,7
Alaskans for Don Young,7
Alan Huynh,7
Aaron for Senate,7
AZ Blue 2020,7
AND AUTHORIZED BY HOWARD FRIEDMAN FOR JUDGE,7
AFSCME Council 25,7
ACLU of Minnesota,7
AARP Arkansas,7
350 Tacoma,7
2A Training,7
12 Peers Theater,7
" paulwrabec4jc, Fred Jonas, Treasurer",7
 The Committee To Elect Judge Martinelli,7
 Assemblyman Jordan Cunningham,7
  Committee to Elect Leanne Krueger-Braneky,7
truth,6
the committee to elect Travis Roundy for Constable,6
the committee to elect Melinda Gillum Dalton,6
the committee to elect Janet Pritchett,6
"the candidate, Avi Mulhern",6
the campaign to elect Malika Sanders Fortier,6
the Tuscaloosa County Democratic Party,6
the Town of Miami Lakes,6
the Tikvah Fund,6
the Phil Berger Committee,6
the Palmisano for Supervisor Campaign ,6
"the Oakland Education Association PAC, ID# 1345259",6
"the Oak Initiative of Arizona and not authorized by any candidate, candidate's committee, or political party.",6
the North Carolina Democratic Party. Authorized by Committee to Elect Joe Webb NC Senate 6,6
"the Jamie (Mahlberg) for House Committee, PO Box 7326, Rochester, MN 55903",6
the Iowa Informer,6
"the Fire Fighters of Frederick County for collective bargaining PAC, Christopher Mutchler, Treasurer.",6
the Democratic Party of Barron County. Not authorized by any candidate.,6
the Culpeper County Democratic Committee,6
"the Committee to Re-elect Melissa Kempke Pike County Clerk, Rhonda Pugh Treasurer",6
"the Committee to Re-elect Judge Martin - Michael Florez, Treasurer",6
"the Committee to Re-Elect Tim Choate, 181 Island Drive, Gadsden, AL 35901",6
the Committee to Re-Elect Judge Vicki Carmichael,6
"the Committee to Re-Elect Bryan Davis, Lori Davis, Treasurer",6
"the Committee to Elect Shaun Maloy P.O Box 36622 Grosse Pointe Farms, MI 48236",6
"the Committee to Elect Sarah Mills, Paul Mills, Treasurer.",6
"the Committee to Elect Ronda Walker, P.O. Box 3403 Montgomery, AL 36109",6
"the Committee to Elect Rhonda Niemeyer, Lisa McCrory, Treasurer",6
the Committee to Elect Monique B. Clement,6
the Committee to Elect Monica Timmerman,6
"the Committee to Elect Mitch for Newtown John D. Godin, Treasurer. Approved by Mitch Bolinsky.",6
the Committee to Elect Marlene Webster,6
"the Committee to Elect Jonathon Hauswirth, Manistee County Probate Judge, Melissa Conway, Treasurer",6
the Committee to Elect Gary Carlson,6
the Committee to Elect Eric J. Tarr for WV Senate,6
"the Committee to Elect Ed O'Connell, 111 Snow Road, PO Box 366, Marshfield, MA 02050",6
"the Committee to Elect Cyndi Pauwels, Green County Clerk Of Courts",6
the Committee to Elect Carla Jones.,6
"the Committee to Elect Anat Levy, 5841 E. Charleston Blvd., #230, Las Vegas, NV 89142; (702) 499-7278",6
"the Committee to Elect Alexis Grace Krot, 3860 Caniff St, Hamtramck, MI 48212",6
the Center for Organizational Research and Education,6
"the Campaign to Elect Jeff Austin, P.O. Box 3193 Muscle Shoals, AL 35662",6
the Campaign to Elect Christie Craig,6
the Allegheny Forest Alliance,6
"the Alice B. Toklas Lesbian and Gay Democratic Club PAC, FPPC# 842018. Full disclaimer on linked page.",6
person(all) series,6
myHIVteam,6
myCOPDteam,6
"members of the Oliver Hudson Kelley Grange, No. 834",6
"members of Oklahomans For School Calendar Reform (OK4SCR), a grass roots association of Oklahomans (former and current) and other kindred spirits who support reform of Oklahoma's education laws to define a state-funded school year that begins in late August or early September and provides a process to  guide local control in decision making on such matters.",6
laurence kruckman,6
"candidate for District 5 City Representative Kizito ""Zito"" Ekechukwu treasurer Becky Rodriguez",6
campaign for Dave North,6
by the Committee to Elect District Attorney Tim Cruz,6
and authorized by the candidate ,6
and authorized by Howe for House 76 - 2018,6
"and approved by Richard Llerena, candidate for Palm Beach County Court Judge, Group 5",6
and approved by Lawrence S. Powell for Mayor,6
Zima Creason for SJUSD Board Member 2018 - ID #1399876 ,6
Zapanta Campaign,6
Young People in Recovery,6
"Yes on P, Fresno for Clean, Safe Neighborhood Parks: A Coalition of Parents, Seniors, and Community Leaders, Sponsored by the Central Valley Community Foundation; committee major funding from: Central Valley Community Foundation Lyles Foundation  ​Paul Gibson, Joan Eaton & Affiliated Entities",6
"Yes on Measure V, Vote Affordable San Jose, Supported by Mayor Sam Liccardo. Committee Major Funding from The Sobrato Organization, Essex Property Trust and EAH Housing.",6
Yes on Measure BB for Safe & Modern Schools in ABC FPPC #1368839,6
Yes on AESD Measure E Campaign Committee,6
Yes On #240,6
Yes For Scottsdale Streets,6
Yaffed,6
YES to Tosa Schools,6
Wyoming Democratic Party,6
WorkingNation,6
Woodstown Republican Committee,6
Women's March Rockford,6
"Woman's Democratic Club of Montgomery County, MD",6
Woke Vote,6
Wisconsin Right to Life,6
"Win Without War, a program of the Center for International Policy.",6
"Wilsonfor15B Committee, Po Bx 161, Foley, Mn 56329",6
William Herlong for Attorney General,6
Will R. Coursey-Judge Exe of Marshall Co. Candidate ,6
Will Markusen,6
Wiggins for Sheriff,6
"Whole Washington PO Box 17500 Seattle, WA 98127",6
Whittney Marie Smythe-Smith,6
"What a Hell of a Way to Die, a podcast",6
Wesson Gaige,6
"Weber for State Representative, Shari Weber, Treasurer",6
We Believe We Vote,6
Waggadugu MoghoNabba,6
WV Racing Association,6
Voters for Eric Colvin,6
Vote for Jeff Collins,6
Vote Yes 256,6
"Vote Ramos (D),  NW 1420 Gilman Blvd #2268, Issaquah, WA 98027",6
Vote No on 73,6
Vote Mesnard,6
Vote Linda Sanborn for State Senate,6
Vote Leone LLC,6
Vote Kathy Lynch CTE,6
Vote Joe Bowers,6
"Vote James Erb (Democrat), P.O. Box 1482, Bellingham, WA 98227.",6
"Vote James Erb (D), P.O. Box 1482, Bellingham, WA 98227.",6
Vote For Abilene Kids PAC,6
Vote 'Em Out OC,6
Viking Books,6
Vicky Hartzler for Congress,6
"Vicki Schwaegler, Andrew Schwaegler Fiscal Agent",6
Vice Mayor Lee Vogler,6
Vanessa Sutter for MHUSD School Board Trustee 2018,6
Vance Wyatt Election Campaign,6
Van Haaften for Judge Comm.,6
Vallas for All Chicago,6
"Unminced Words, LLC - Not Affiliated with any Campaign or PAC",6
"United Farm Workers, PO Box  62, Keene, CA, 93531",6
Understanding Lead Pigment Litigation,6
US Digital News,6
UDW The Home Care Providers Union,6
U.S. Representative Will Hurd,6
Tyler Whyte,6
Tyler Washburn,6
Tyler Johnson for City Commissioner,6
Two Saints Films,6
Two Flags,6
Truth & Liberty Coalition,6
Troy Hill for Mayor Campaign,6
Trina Huston,6
Tree Top Inc.,6
Tracy Gonzalez for Judge,6
Tousley4Idaho2018 - Jim Bennett Treasurer,6
Torn Wires Limited Liability Company,6
"Tom Parker for Chief Justice, P.O. Box 11822, Montgomery, Alabama, 36111.",6
Tom Funk,6
Tom Chamberlain for Shepherdsville Mayor,6
Todd Nance for County Clerk,6
Tina Cannon,6
Tim Walz,6
Tim Tumulty for Cocoa Beach City Commissioner,6
Tim Jeffers for State Representative,6
Tim Glenn for State House,6
Tiffany Kuhn Campaign Fund,6
"Tieman For Prosecutor Committee, John F. Queen, Treasurer",6
This is property of Cambodia-America Alliance. The message is not an endorsement of  any candidate or affiliated with any political party.,6
This is not an ad. It's news.,6
TheNewMovement,6
"The committee to ""Elect Kath Edsall""",6
The Villages Republican Club,6
The Victim Policy Institute,6
The Trafalgar Group,6
The Simi Valley Democratic Club,6
The Sanders Institute,6
The Reginald Harrion for Judge Committee,6
"The People for Emanuel ""Chris"" Welch",6
The Ocean Foundation,6
"The Nation's Leading Christ-based Counseling and Education, Healing and Wholeness Ministry, Amazing Things The Church",6
The Mike Holmes Campaign,6
The Mary McNally Re-election Campaign,6
The MIT Press,6
The Lyrical Elitist,6
The Love Vote,6
The Long Island Coalition for Healthy Lawn and Water,6
The Joyce Foundation,6
The Dixon for Mayor Campaign,6
The Daley Grudge/Sherry Daley,6
The Committee to elect Scott Menor,6
The Committee to Move Sherwood Forward,6
The Committee to Keep Judge Brian Privett,6
"The Committee to Elect Vincent Dixie, Dimeta Smith Knight, Treasurer",6
The Committee to Elect Travis Klavohn.,6
The Committee to Elect Robert Garcia for Kings County Board of Supervisors District 3 2018,6
The Committee to Elect Michael Folk 2018,6
The Committee to Elect Matt Johnston,6
"The Committee to Elect Marc Gravitt - Barry Watson, Treasurer",6
The Committee to Elect Julie Hall ,6
The Committee to Elect Jessica Cohen,6
"The Committee to Elect Jean Evans, Sherri Rogers, Treasurer",6
The Committee to Elect Jason S. Harshbarger ,6
The Committee to Elect Jason Fulbright,6
The Committee to Elect JT Wilcox,6
"The Committee to Elect Gavin Clarkson, Chrissie Hastie, Treasurer",6
The Committee to Elect Everett Maroon ,6
The Committee to Elect Evelyn Brown State Representative District 42,6
The Committee to Elect Debra Weston-Pickens,6
The Committee to Elect Dan Johnson,6
The Committee to Elect Christian Krueger,6
The Committee to Elect Brian Burnett for Chelan County Sheriff,6
The Committee to Elect Brad Hill,6
The Committee to Elect Arroyo and Dawson,6
"The Committee of Seventy, an independent Pennsylvania good government nonprofit",6
The Committee To Elect Dagen For Senate,6
The Committee To Elect Caprice Pratt,6
The Committee To Elect Andrew J Gleeson,6
The Committe To Elect Bill Newberry,6
The Bull Elephant,6
The Brady Campaign to Prevent Gun Violence,6
The  Committee to Elect Tim Cruz,6
Texas Freedom Network,6
Texas Campaign for the Environment,6
Tehachapi Citizens for Responsible Government,6
"Teesistance, a company devoted to selling progressive T-shirts.",6
Tedesco for County Executive ,6
Team Clancy. Jim Clancy - Treasurer,6
Taxpayers for Mitchell,6
Tampa Bay Waterkeeper,6
TPS Board Candidates for Transparency,6
"TK18, Judy Szewczyk Treasurer. Approved by Themis Klarides.",6
THE COMMITTEE TO ELECT STEVE WATKINS,6
Sydne Michel for Judge 2018,6
Supporters of human agency,6
"Supporters of Jerry Walker, by Authority Larry Olson Treasurer",6
Supplemental Health Care ,6
Super Pacewic Spinelli for Council,6
Sunshine State LLC,6
Sunrise Outlet,6
Summer for Congress,6
Sullo & Sullo Attorneys at Law,6
Strong Schools Strong Dallas,6
Stout for State Rep,6
Stop the Flooding Now,6
"Stop Unfair Tax Increases Now, 1284 SOM Center Road, Mayfield Heights, OH  44124, Jennifer Grogan, Treasurer",6
Stop Taxpayer Money for Political Parties,6
Stewart for Presque Isle,6
Stewart For Ohio Supreme Court,6
Steven Allen for School Board,6
"Steve Morris for Council : 4333 Bailey Lake Drive, Woodbury Mn 55129",6
Steve Dixon for Mayor,6
Steele Creek Democrats,6
Stand for Children Arizona IEC. Not authorized by any candidate or candidate’s campaign committee.,6
Stalzer for South Dakota,6
Spaceship Media,6
"South Pasadena Public Services Committee 2018 — No on N, FPPC# 1406796.",6
"South Kitsap School Supporters: PO Box 2081, Port Orchard, WA 98366",6
South Florida Taxpayers Alliance,6
Source Politics LLC,6
Somerset County Republican Committee of Maine,6
Solar Rights Alliance,6
Solar Acres Farm,6
Sofia Rubalcava for Ventura City Council District 1,6
"SoCal Health Care Coalition, a Project of Sixteen Thirty Fund. Not authorized by any candidate or candidate's committee.",6
Snedeker for Sheriff 2018,6
Smart Politics,6
Smart Justice Campaign,6
"Sieve Wilson for Judge, Tim Nick, Treasurer",6
Sid Bowdidge,6
"Shruti Bhatnagar for Montgomery County, Pamela Coukos, Campaign Chair",6
Shelly Okey,6
"Shea Roberts for Georgia, Inc.",6
Shawn Howard for House 2018,6
Shawn Dewane,6
Sharon for County Commissioner,6
Shareable,6
Shannon Sweeney Jorgenson for Hermantown City Council,6
Sergio Espericueta For Cathedral City Council 2018 D-4,6
Security is Strength PAC,6
Sean Fisher,6
"Scott Hawkins For Governor, 130 Shelly Marie Circle, Anchorage, Alaska 99515",6
Scott Gurvey,6
"Save our Towns: Walsh 2018, Dianna Kulmacz, Treasurer. Approved by Dave Walsh.",6
Save our Security No on I-1639,6
Save Our States,6
Save Glenmoor ,6
Saul Cohen,6
Sargent Shriver National Center on Poverty Law,6
Sara Rasmussen for House,6
Sandke for Council 2018,6
Sam DiVittorio Campaign,6
Sam Britton Campaign,6
Salty & Lit,6
STOPP Coalition,6
SPOT Kentucky,6
SEIU 775,6
SC68 Cameron Ventura,6
SAMUEL RIVERS FOR HOUSE,6
"Ryan Rauschenberger for Tax Commissioner, Peter Stenehjem Treasurer ",6
Ryan Griffin,6
Ruth Luevand for Mt. San Antonio College Board of Trustees Area 2,6
Russell For State Rep 2018,6
Rudy Metcalf,6
Ruben Becerra for Hays County Judge,6
Route 66 Marathon,6
"Ross Hancock, Democrat, for State House",6
"Rosen for Senate, Treasurer Melissa Osborne",6
Rory Connell for Corona City Council 2018,6
Rory Allen,6
Ron Wright for Congress,6
Roe for Roseville,6
Rocklin Citizens for Quality Parks Yes on Measure A FPPC #1406322,6
Roberto C. Treviño Campaign,6
Robert Davis for HUSD Board 2018,6
Rob Anderson for Congress,6
Rivet and Box,6
Rita Dragonette,6
Rino Swamp,6
Right Brain Left Brain,6
Rick Rand for State Representative,6
Richards for Judge Committee,6
Richard P Howe Committee,6
Richard Becker,6
Rich Stewart,6
Ric Vandett for NC Senate ,6
Reuben D'Silva ,6
Retain Judge Berger - Laci Holbrook Treasurer ,6
"Republicans for Dr. Butler, Inc.",6
Republican Party of Story County,6
"Reps Design, Designers of health & wellness products.",6
Rembert N Parker,6
Reid for 33,6
Redding Rancheria,6
RedaJames Corporation  Not Authorized or Affiliated by Any Candidate or Candidates Committee,6
Re:store Justice,6
Re-Elect Paul Wimmer for Sheriff,6
Re-Elect Matt Spokely - Auburn City Council 2018,6
Re-Elect Judge Ulloa 2018,6
Re-Elect Alderman Ken Keplinger Campaign,6
Ray Familathe for ILWU International President ,6
Randy,6
Raj Shukla for Mayor,6
Raise Up Missouri,6
Rainville for State's Attorney,6
Rachelle Aud Crowe For Senate,6
Rachel Ratliff Campaign Fund,6
ROZIER FOR CORONER,6
ROCIO Film,6
RCCD Faculty Association,6
QuirozforLD11 Authorized by Marcela Quiroz,6
Puerto Rican Women's Council ,6
Public Integrity Alliance,6
"Pruitt for State House, PO Box 210854, Anchorage, AK, 99521",6
Profs and Pints,6
ProEnglish,6
"Prepared by Jamie Becker-Finn for 42B, 1769 Lexington Ave N #151, Roseville, MN 55113",6
PrepForThat,6
Power California ,6
Posey County Democrats,6
Polivy for Town Council 2018,6
Political advertisement paid for and approved by Bill Mathias for Lake County School Board,6
PoliEqual,6
Pitman Democratic Party,6
Pischke for SD,6
Pioneer Institute,6
Pierce County Professional Firefighters ,6
Pierce County Department of Communications,6
Philly Women Rally,6
Phillip Miller for White County Sheriff ,6
"Philip Teresi, Fresno CA",6
Phil Thompson for Iowa ,6
"Peter Newton for Sheriff P.O. Box 322 Middlebury, VT 05753  Fred Saar Treasurer",6
Pete Ricketts for Governor.,6
Perry Warren for State Representative,6
People for Matt Jones,6
People for Gayatri Agnew,6
People for David Benac,6
Paula Clemons Combs,6
Paul Moriarty,6
Paul Bellar for San Francisco Assessor - Recorder 2018,6
Patriotic Democrat,6
Patient Access for Louisiana,6
Pat Sullivan,6
Pat Fogarty for Congress,6
Passaic County Democratic Committee,6
Partners in Education,6
Paramus Republican Campaign,6
"Palmer for Commissioner, John Hutton Treasurer",6
Paid for by the Committee to Elect Mayna Myers,6
Paid for by United for Rivas 2018,6
"Paid for by Tim for Connecticut 2018. Thomas J. Daly, Treasurer. Approved by Timothy M. Herbst",6
"Paid for by Maine Republican Party, 9 Higgins Street, Augusta, ME 04330 Ben Lombard, Treasurer",6
"Paid for by JobsPAC, a bi-partisan coalition of California employers",6
Paid for by Janice Rutherford for County Supervisor 2018 FPPC# 1372155,6
Paid for by Friends of Kathy McGuiness,6
"Paid for by Committee to Elect Rhya Marohn, Connie Bowling, Treasurer",6
"Paid for by CVNM Verde Voters Fund, David Cantor, Treasurer",6
"Paid for and approved by Wesley Anne Beggs, Democrat for Sarasota County Commission, District 4.",6
"Paid by Tina Polsky, Democrat, for State Representative District 81",6
"Pacific So West, LLC",6
POET LLC.,6
Outschool,6
OutRight Action International,6
Our Voice Our Vote Arizona ,6
Oshkosh Examiner,6
Oscar Valladares for Rio Hondo Community College Area 5,6
Orange County Gang Reduction and Intervention Partnership (OC GRIP) Non Profit Foundation,6
"Options for Women - River Falls, WI",6
"One Santa Ana, A Ballot Measure Committee Sponsored by City Councilman Jose Solorio, ID# 1393153",6
Oklahomans for Kathy Wallis 2018,6
Oklahomans For John W McKenna 2018,6
Oklahoma Families For Byrd 2018,6
Ohio REALTORS® and not authorized by any candidate or candidate committee,6
Oh Three XX Gear,6
Office of Scott M. Schmerelson,6
Ocean County Democrats. 340 Atlantic City Blvd Bayville NJ,6
O'Brien Realty Group,6
Nyberg for State House,6
Nick Power for San Juan Co. Prosecutor,6
Nick McKinley,6
New York State Nurses Association,6
"New Spire Arts, Inc",6
New Mexico Open Primaries,6
New Direction NJ,6
New Baptist Covenant,6
Neil Harris,6
Neighbors for Patrick Shine,6
Nayda c venegas brown ,6
National Union of Healthcare Workers,6
National Secure Storage LLC,6
National Association of Home Builders. Not authorized by any candidate or candidate's committee.,6
Nate Cox for City Council,6
Nancy Pelosi for Congress,6
NYC Pride,6
NJ State Council of Trout Unlimited,6
NICK FREITAS FOR U.S. SENATE,6
NEW YORKERS TOGETHER. NOT EXPRESSLY AUTHORIZED OR REQUESTED BY ANY CANDIDATE OR BY ANY CANDIDATE’S POLITICAL COMMITTEE OR ANY OF ITS AGENTS. ,6
NETWORK Lobby for Catholic Social Justice,6
NARAL Pro-Choice Virginia,6
NARAL Pro-Choice Massachusetts,6
NARAL Pro-Choice America. ,6
"Muti, Farrar and Johnson",6
Morning in Nevada PAC,6
Moore Capito for WV,6
Montgomery Democratic Organization,6
"Monmouth County Democrats, 106 Apple St, Ste 200D, Tinton Falls, NJ 07724",6
"Molander for Sacramento City School Board 2018, ID#1401654",6
Minnesota Conservative Energy Forum,6
